"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
13-042199,"VEHICLE THEFT - AUTO","2013-08-19 09:02:00",Monday,"09:02","VEHICLE THEFT",24Y,,"2700 block of Viola Street, Oakland 94619",37.786662,-122.206589,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Vehicle_Theft/278431"
13-042205,"VEHICLE THEFT - AUTO","2013-08-19 06:30:00",Monday,"06:30","VEHICLE THEFT",10Y,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-08-19/Vehicle_Theft/278430"
13-042259,"BURGLARY-NO FORCE","2013-08-19 06:00:00",Monday,"06:00",BURGLARY,12Y,,"100 block of Roble Road, Oakland 94705",37.850448,-122.235786,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Burglary/278429"
13-042184,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-19 05:00:00",Monday,"05:00","SIMPLE ASSAULT",35X,,"9200 block of Hillside Street, Oakland 94603",37.753157,-122.162466,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Simple_Assault/278428"
13-042177,MURDER,"2013-08-19 04:32:00",Monday,"04:32",MURDER,22X,,"4100 block of Fruitvale Avenue, Oakland 94602",37.808426,-122.208709,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Murder/278427"
13-042164,ROBBERY-FIREARM,"2013-08-19 01:30:00",Monday,"01:30",ROBBERY,27X,,"1500 block of 52nd Avenue, Oakland 94601",37.770494,-122.205652,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Robbery/278426"
13-042164,"ASSAULT WITH FIREARM ON PERSON","2013-08-19 01:30:00",Monday,"01:30","AGGRAVATED ASSAULT",27X,,"1500 block of 52nd Avenue, Oakland 94601",37.770494,-122.205652,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Aggravated_Assault/278425"
13-042163,"BURGLARY-FORCIBLE ENTRY","2013-08-19 01:16:00",Monday,"01:16",BURGLARY,29X,,"5800 block of Picardy Drive, Oakland 94605",37.774007,-122.188437,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Burglary/278424"
13-042160,"EXHIBIT FIREARM","2013-08-19 00:30:00",Monday,"00:30","SIMPLE ASSAULT",19X,,"International Boulevard & 1st Avenue, Oakland, CA 94606, USA",37.798727,-122.257165,Intersection,"http://oakland.crimespotting.org/crime/2013-08-19/Simple_Assault/278423"
13-042156,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-08-19 00:08:00",Monday,"00:08","AGGRAVATED ASSAULT",31Y,,"400 block of Hegenberger Road, Oakland 94621",37.736674,-122.196771,Street,"http://oakland.crimespotting.org/crime/2013-08-19/Aggravated_Assault/278422"
13-041642,THEFT,"2013-08-16 23:14:00",Friday,"23:14",THEFT,32Y,,"2000 block of 99th Avenue, Oakland 94603",37.74576,-122.161476,Street,"http://oakland.crimespotting.org/crime/2013-08-16/Theft/278415"
13-041642,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-08-16 23:14:00",Friday,"23:14",NARCOTICS,32Y,,"2000 block of 99th Avenue, Oakland 94603",37.74576,-122.161476,Street,"http://oakland.crimespotting.org/crime/2013-08-16/Narcotics/278416"
13-041613,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-08-16 19:30:00",Friday,"19:30","AGGRAVATED ASSAULT",30X,,"1600 block of 81st Avenue, Oakland 94621",37.757939,-122.176853,Street,"http://oakland.crimespotting.org/crime/2013-08-16/Aggravated_Assault/278414"
13-041646,"ATTEMPTED ROBBERY-FIREARM","2013-08-16 01:13:00",Friday,"01:13",ROBBERY,31Y,,"8400 block of Enterprise Way, Oakland 94621",37.743574,-122.193662,Street,"http://oakland.crimespotting.org/crime/2013-08-16/Robbery/278413"
13-041645,ROBBERY-FIREARM,"2013-08-16 00:25:00",Friday,"00:25",ROBBERY,34X,,"8900 block of International Boulevard, Oakland 94621",37.749758,-122.17436,Street,"http://oakland.crimespotting.org/crime/2013-08-16/Robbery/278412"
13-908322,BURGLARY-AUTO,"2013-08-12 15:30:00",Monday,"15:30",THEFT,,,"3700 block of Telegraph Avenue, Oakland 94609",37.826457,-122.265163,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Theft/278411"
13-040913,"ASSAULT WITH FIREARM ON PERSON","2013-08-12 13:00:00",Monday,"13:00","AGGRAVATED ASSAULT",33X,,"1400 block of East 31st Street, Oakland 94602",37.79927,-122.230066,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Aggravated_Assault/278410"
13-040911,"ATTEMPTED BURGLARY","2013-08-12 11:30:00",Monday,"11:30",BURGLARY,26X,,"4900 block of Coliseum Way, Oakland 94601",37.763513,-122.213588,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Burglary/278409"
13-908331,VANDALISM,"2013-08-12 10:30:00",Monday,"10:30",VANDALISM,,,"6000 block of International Boulevard, Oakland 94621",37.764615,-122.198442,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Vandalism/278407"
13-908319,THEFT,"2013-08-12 10:30:00",Monday,"10:30",THEFT,,,"5600 block of Telegraph Avenue, Oakland 94609",37.842265,-122.261582,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Theft/278408"
13-040870,"BURGLARY-FORCIBLE ENTRY","2013-08-12 10:15:00",Monday,"10:15",BURGLARY,33X,,"1100 block of 83rd Avenue, Oakland 94621",37.752775,-122.182014,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Burglary/278406"
13-040866,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-12 09:45:00",Monday,"09:45","SIMPLE ASSAULT",29X,,"2800 block of 55th Avenue, Oakland 94605",37.77596,-122.190919,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Simple_Assault/278405"
13-040846,"VANDALISM (AMENDED)","2013-08-12 07:10:00",Monday,"07:10",VANDALISM,19X,,"500 block of International Boulevard, Oakland 94606",37.795513,-122.253542,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Vandalism/278404"
13-040839,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-12 07:00:00",Monday,"07:00","SIMPLE ASSAULT",29X,,"2900 block of 73rd Avenue, Oakland 94605",37.77006,-122.170691,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Simple_Assault/278403"
13-040825,"BURGLARY-FORCIBLE ENTRY","2013-08-12 03:25:00",Monday,"03:25",BURGLARY,04X,,"600 block of 15th Street, Oakland 94612",37.80697,-122.27567,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Burglary/278402"
13-040822,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-12 03:23:00",Monday,"03:23","SIMPLE ASSAULT",33X,,"900 block of 88th Avenue, Oakland 94621",37.747617,-122.183162,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Simple_Assault/278401"
13-040823,ROBBERY-FIREARM,"2013-08-12 03:05:00",Monday,"03:05",ROBBERY,27Y,,"1500 block of 52nd Avenue, Oakland 94601",37.770494,-122.205652,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Robbery/278400"
13-040821,"ATTEMPT VEHICLE THEFT-AUTO","2013-08-12 01:30:00",Monday,"01:30","VEHICLE THEFT",17X,,"1700 block of 8th Avenue, Oakland 94606",37.796074,-122.247782,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Vehicle_Theft/278399"
13-040817,"VEHICLE THEFT - AUTO","2013-08-12 01:22:00",Monday,"01:22","VEHICLE THEFT",18X,,"1600 block of San Antonio Way, Oakland 94606",37.792623,-122.239283,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Vehicle_Theft/278398"
13-040923,"VEHICLE THEFT - AUTO","2013-08-12 01:00:00",Monday,"01:00","VEHICLE THEFT",24Y,,"2700 block of 35th Avenue, Oakland 94619",37.788927,-122.208735,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Vehicle_Theft/278397"
13-040814,ROBBERY-FIREARM,"2013-08-12 00:50:00",Monday,"00:50",ROBBERY,17Y,,"700 block of 24th Street, Oakland 94612",37.814596,-122.274123,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Robbery/278396"
13-040813,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-08-12 00:15:00",Monday,"00:15",ROBBERY,15X,,"3100 block of Lakeshore Avenue, Oakland 94610",37.809029,-122.2477,Street,"http://oakland.crimespotting.org/crime/2013-08-12/Robbery/278395"
13-040639,BURGLARY-AUTO,"2013-08-11 18:50:00",Sunday,"18:50",THEFT,03Y,,"1300 block of Jefferson Street, Oakland 94612",37.805402,-122.274968,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Theft/278394"
13-040751,THEFT,"2013-08-11 14:50:00",Sunday,"14:50",THEFT,03X,,"700 block of Franklin Street, Oakland 94607",37.799607,-122.272593,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Theft/278393"
13-040748,"VANDALISM [$400 TO $5,000]","2013-08-11 14:24:00",Sunday,"14:24",VANDALISM,06X,,"800 block of MacArthur Boulevard, Oakland 94610",37.806673,-122.239442,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Vandalism/278391"
13-040748,THEFT,"2013-08-11 14:24:00",Sunday,"14:24",THEFT,06X,,"800 block of MacArthur Boulevard, Oakland 94610",37.806673,-122.239442,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Theft/278392"
13-040757,"ATTEMPT THEFT","2013-08-11 14:00:00",Sunday,"14:00",THEFT,26Y,,"1100 block of 57th Avenue, Oakland 94621",37.763561,-122.205257,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Theft/278390"
13-040743,BURGLARY-AUTO,"2013-08-11 13:30:00",Sunday,"13:30",THEFT,12X,,"500 block of 47th Street, Oakland 94609",37.834597,-122.264542,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Theft/278389"
13-040732,"VEHICLE THEFT - AUTO","2013-08-11 12:05:00",Sunday,"12:05","VEHICLE THEFT",26X,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-08-11/Vehicle_Theft/278388"
13-040723,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-08-11 10:50:00",Sunday,"10:50",ROBBERY,23X,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-08-11/Robbery/278386"
13-040720,BATTERY,"2013-08-11 10:48:00",Sunday,"10:48","SIMPLE ASSAULT",06X,,"40th Street & Lusk Street, Oakland, CA 94608, USA",37.830301,-122.272068,Intersection,"http://oakland.crimespotting.org/crime/2013-08-11/Simple_Assault/278385"
13-040719,"BURGLARY-FORCIBLE ENTRY","2013-08-11 10:00:00",Sunday,"10:00",BURGLARY,19X,,"2000 block of East 12th Street, Oakland 94606",37.784725,-122.24017,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Burglary/278384"
13-040714,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-11 09:40:00",Sunday,"09:40","SIMPLE ASSAULT",22X,94602,"Woodside Glen Court, Oakland, CA 94602, USA",37.812503,-122.197015,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Simple_Assault/278382"
13-040726,"VEHICLE THEFT - AUTO","2013-08-11 09:00:00",Sunday,"09:00","VEHICLE THEFT",18X,,"1800 block of San Antonio Way, Oakland 94606",37.791286,-122.237045,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Vehicle_Theft/278381"
13-040725,"THREAT CRIME:INT:TERRORIZE","2013-08-11 08:00:00",Sunday,"08:00","SIMPLE ASSAULT",10X,,"5900 block of Vallejo Street, Oakland 94608",37.843025,-122.286542,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Simple_Assault/278380"
13-908289,"ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","2013-08-11 08:00:00",Sunday,"08:00","DISTURBING THE PEACE",,,"1000 block of 24th Street, Oakland 94607",37.816705,-122.281245,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Disturbing_The_Peace/278379"
13-040697,THEFT,"2013-08-11 07:55:00",Sunday,"07:55",THEFT,14X,,"300 block of Jayne Avenue, Oakland 94610",37.813612,-122.254841,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Theft/278378"
13-040696,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-08-11 06:10:00",Sunday,"06:10",ROBBERY,26Y,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-08-11/Robbery/278377"
13-040701,"MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES","2013-08-11 06:00:00",Sunday,"06:00",ARSON,05Y,,"1424 Campbell Street, Oakland 94607",37.812371,-122.294599,Address,"http://oakland.crimespotting.org/crime/2013-08-11/Arson/278376"
13-040691,"POSSESS NARCOTIC CONTROLLED SUBSTANCE","2013-08-11 05:22:00",Sunday,"05:22",NARCOTICS,20X,,"1200 block of Derby Avenue, Oakland 94601",37.777572,-122.227885,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Narcotics/278375"
13-040693,"ATTEMPT VEHICLE THEFT-AUTO","2013-08-11 05:03:00",Sunday,"05:03","VEHICLE THEFT",05Y,,"1600 block of 15th Street, Oakland 94607",37.812684,-122.294685,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Vehicle_Theft/278374"
13-040693,"MAL SET/ETC FIRE PROP/ETC","2013-08-11 05:03:00",Sunday,"05:03",ARSON,05Y,,"1600 block of 15th Street, Oakland 94607",37.812684,-122.294685,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Arson/278373"
13-040679,"ASSAULT WITH FIREARM ON PERSON","2013-08-11 01:29:00",Sunday,"01:29","AGGRAVATED ASSAULT",33X,,"9000 block of A Street, Oakland 94603",37.748462,-122.175922,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Aggravated_Assault/278372"
13-040674,"SELL/FURNISH/ETC MARIJUANA/HASHISH","2013-08-11 00:19:00",Sunday,"00:19",NARCOTICS,02Y,,"2000 block of Middle Harbor Road, Oakland 94607",37.79781,-122.30507,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Narcotics/278371"
13-040674,"POSSESS MARIJUANA/HASHISH FOR SALE","2013-08-11 00:19:00",Sunday,"00:19",NARCOTICS,02Y,,"2000 block of Middle Harbor Road, Oakland 94607",37.79781,-122.30507,Street,"http://oakland.crimespotting.org/crime/2013-08-11/Narcotics/278370"
13-040430,VANDALISM,"2013-08-10 22:00:00",Saturday,"22:00",VANDALISM,30X,,"7200 block of International Boulevard, Oakland 94621",37.759525,-122.187553,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Vandalism/278350"
13-040608,BATTERY,"2013-08-10 15:00:00",Saturday,"15:00","SIMPLE ASSAULT",06X,,"3100 block of San Pablo Avenue, Oakland 94608",37.822308,-122.276996,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Simple_Assault/278349"
13-040621,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-10 14:00:00",Saturday,"14:00","SIMPLE ASSAULT",27X,,"1400 block of 44th Avenue, Oakland 94601",37.772864,-122.213268,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Simple_Assault/278348"
13-040596,BATTERY,"2013-08-10 13:17:00",Saturday,"13:17","SIMPLE ASSAULT",17Y,,"2100 block of 13th Avenue, Oakland 94606",37.795059,-122.239874,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Simple_Assault/278347"
13-040606,THEFT,"2013-08-10 07:00:00",Saturday,"07:00",THEFT,34X,,"9200 block of Bancroft Avenue, Oakland 94603",37.752782,-122.164937,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Theft/278342"
13-040533,BATTERY,"2013-08-10 04:09:00",Saturday,"04:09","SIMPLE ASSAULT",32Y,,"10000 block of MacArthur Boulevard, Oakland 94605",37.745552,-122.155556,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Simple_Assault/278339"
13-908271,"ATTEMPT VEHICLE THEFT-AUTO","2013-08-10 03:55:00",Saturday,"03:55","VEHICLE THEFT",,,"500 block of Jean Street, Oakland 94610",37.81695,-122.248424,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Vehicle_Theft/278338"
13-908266,BURGLARY-AUTO,"2013-08-10 03:00:00",Saturday,"03:00",THEFT,,,"3800 block of Lyon Avenue, Oakland 94601",37.783976,-122.208212,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Theft/278337"
13-908268,BURGLARY-AUTO,"2013-08-10 02:30:00",Saturday,"02:30",THEFT,,,"600 block of Athol Avenue, Oakland 94610",37.806301,-122.242299,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Theft/278336"
13-908261,"GRAND THEFT","2013-08-10 02:00:00",Saturday,"02:00",THEFT,,,"1700 block of Middle Harbor Road, Oakland 94607",37.797034,-122.303419,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Theft/278335"
13-040436,ROBBERY-FIREARM,"2013-08-10 01:38:00",Saturday,"01:38",ROBBERY,25X,,"4700 block of MacArthur Boulevard, Oakland 94619",37.785182,-122.190096,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Robbery/278334"
13-040543,"VEHICLE THEFT - AUTO","2013-08-10 00:53:00",Saturday,"00:53","VEHICLE THEFT",02Y,,"1700 block of Middle Harbor Road, Oakland 94607",37.797034,-122.303419,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Vehicle_Theft/278333"
13-040433,"BATTERY W/SERIOUS BODILY INJURY","2013-08-10 00:26:00",Saturday,"00:26","AGGRAVATED ASSAULT",20X,,"1400 block of Fruitvale Avenue, Oakland 94601",37.778318,-122.225194,Street,"http://oakland.crimespotting.org/crime/2013-08-10/Aggravated_Assault/278332"
13-040175,"VANDALISM [UNDER $1,000] (AMENDED)","2013-08-08 21:45:00",Thursday,"21:45",VANDALISM,06X,,"900 block of Apgar Street, Oakland 94608",37.829265,-122.275796,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Vandalism/278331"
13-040171,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-08-08 21:33:00",Thursday,"21:33","SIMPLE ASSAULT",03X,,"600 block of Oak Street, Oakland 94607",37.796153,-122.265933,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Simple_Assault/278330"
13-040274,BATTERY,"2013-08-08 16:00:00",Thursday,"16:00","SIMPLE ASSAULT",25X,,"3600 block of High Street, Oakland 94619",37.787707,-122.193644,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Simple_Assault/278329"
13-040257,ROBBERY-FIREARM,"2013-08-08 13:58:00",Thursday,"13:58",ROBBERY,27Y,,"2400 block of 57th Avenue, Oakland 94605",37.771919,-122.194001,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Robbery/278328"
13-908185,BURGLARY-AUTO,"2013-08-08 13:55:00",Thursday,"13:55",THEFT,,,"2500 block of Durant Avenue, Oakland 94603",37.738075,-122.158769,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Theft/278327"
13-040252,"SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","2013-08-08 13:19:00",Thursday,"13:19","AGGRAVATED ASSAULT",24X,,"2522 High Street, Oakland 94601",37.781376,-122.204868,Address,"http://oakland.crimespotting.org/crime/2013-08-08/Aggravated_Assault/278326"
13-908175,"ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","2013-08-08 13:10:00",Thursday,"13:10","DISTURBING THE PEACE",,,"300 block of 15th Street, Oakland 94612",37.804389,-122.268177,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Disturbing_The_Peace/278325"
13-040256,ROBBERY-FIREARM,"2013-08-08 12:39:00",Thursday,"12:39",ROBBERY,03Y,,"600 block of 10th Street, Oakland 94607",37.803463,-122.277685,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Robbery/278324"
13-040208,"VEHICLE THEFT - AUTO","2013-08-08 11:05:00",Thursday,"11:05","VEHICLE THEFT",35X,,"Fontaine Street & Crest Avenue, Oakland, CA 94605, USA",37.760988,-122.152077,Intersection,"http://oakland.crimespotting.org/crime/2013-08-08/Vehicle_Theft/278323"
13-040239,ROBBERY-FIREARM,"2013-08-08 10:45:00",Thursday,"10:45",ROBBERY,31Z,,"400 block of Capistrano Drive, Oakland 94603",37.728285,-122.1792,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Robbery/278322"
13-040239,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-08-08 10:45:00",Thursday,"10:45","AGGRAVATED ASSAULT",31Z,,"400 block of Capistrano Drive, Oakland 94603",37.728285,-122.1792,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Aggravated_Assault/278321"
13-040204,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-08-08 08:52:00",Thursday,"08:52",NARCOTICS,26Y,,"1400 block of 55th Avenue, Oakland 94621",37.767849,-122.202636,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Narcotics/278320"
13-908152,"GRAND THEFT","2013-08-08 08:45:00",Thursday,"08:45",THEFT,,,"5600 block of Oak Grove Avenue, Oakland 94618",37.845119,-122.254368,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Theft/278319"
13-908180,VANDALISM,"2013-08-08 08:30:00",Thursday,"08:30",VANDALISM,,,"1200 block of East 21st Street, Oakland 94606",37.794653,-122.240875,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Vandalism/278318"
13-040215,"THREAT CRIME:INT:TERRORIZE","2013-08-08 08:30:00",Thursday,"08:30","SIMPLE ASSAULT",07X,,"2700 block of Adeline Street, Oakland 94608",37.820159,-122.2823,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Simple_Assault/278317"
13-040232,"BURGLARY-FORCIBLE ENTRY","2013-08-08 07:25:00",Thursday,"07:25",BURGLARY,34X,,"9700 block of Cherry Street, Oakland 94603",37.746642,-122.166308,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Burglary/278316"
13-908162,BURGLARY-AUTO,"2013-08-08 05:00:00",Thursday,"05:00",THEFT,,,"300 block of Peralta Avenue, San Leandro, CA 94577, USA",37.728081,-122.163845,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Theft/278315"
13-908155,BURGLARY-AUTO,"2013-08-08 02:30:00",Thursday,"02:30",THEFT,,,"4100 block of Lincoln Avenue, Oakland 94602",37.806938,-122.206539,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Theft/278314"
13-040224,"VEHICLE THEFT - AUTO","2013-08-08 00:30:00",Thursday,"00:30","VEHICLE THEFT",13Y,,"200 block of Beauforest Drive, Oakland 94611",37.84199,-122.209542,Street,"http://oakland.crimespotting.org/crime/2013-08-08/Vehicle_Theft/278313"
