"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
13-037539,"DISORDERLY CONDUCT:PROSTITUTION","2013-07-24 12:55:00",Wednesday,"12:55",PROSTITUTION,19X,,"1400 block of 18th Avenue, Oakland 94606",37.787634,-122.241566,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Prostitution/278061"
13-037520,BATTERY,"2013-07-24 11:45:00",Wednesday,"11:45","SIMPLE ASSAULT",07X,,"2800 block of Market Street, Oakland 94608",37.81945,-122.276854,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Simple_Assault/278060"
13-037513,"LOITER:INTENT:PROSTITUTION","2013-07-24 11:27:00",Wednesday,"11:27",PROSTITUTION,34X,,"International Boulevard & Auseon Avenue, Oakland, CA 94621, USA",37.752227,-122.17642,Intersection,"http://oakland.crimespotting.org/crime/2013-07-24/Prostitution/278059"
13-037517,"VEHICLE THEFT - AUTO","2013-07-24 11:20:00",Wednesday,"11:20","VEHICLE THEFT",24Y,,"2700 block of Short Street, Oakland 94619",37.787219,-122.207149,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Vehicle_Theft/278058"
13-037485,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-24 09:15:00",Wednesday,"09:15",ROBBERY,25X,,"4000 block of Redding Street, Oakland 94619",37.7895,-122.198053,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Robbery/278057"
13-037467,"VEHICLE THEFT - AUTO","2013-07-24 08:34:00",Wednesday,"08:34","VEHICLE THEFT",10X,,"Stanford Avenue & Lowell Street, Oakland, CA 94608, USA",37.84359,-122.276947,Intersection,"http://oakland.crimespotting.org/crime/2013-07-24/Vehicle_Theft/278056"
13-037474,"GRAND THEFT FROM PERSON","2013-07-24 08:30:00",Wednesday,"08:30",THEFT,03X,,"1100 block of Madison Street, Oakland 94612",37.799912,-122.265054,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Theft/278055"
13-037471,"GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400","2013-07-24 08:08:00",Wednesday,"08:08",THEFT,02X,,"1200 block of Adeline Street, Oakland 94607",37.808839,-122.286379,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Theft/278054"
13-037450,"VEHICLE THEFT - AUTO","2013-07-24 03:35:00",Wednesday,"03:35","VEHICLE THEFT",27Y,,"2100 block of 64th Avenue, Oakland 94621",37.766201,-122.190955,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Vehicle_Theft/278053"
13-037449,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-07-24 02:50:00",Wednesday,"02:50","AGGRAVATED ASSAULT",23X,,"International Boulevard & 37th Avenue, Oakland, CA 94601, USA",37.775242,-122.220845,Intersection,"http://oakland.crimespotting.org/crime/2013-07-24/Aggravated_Assault/278052"
13-037444,BATTERY,"2013-07-24 00:54:00",Wednesday,"00:54","SIMPLE ASSAULT",33X,,"900 block of 87th Avenue, Oakland 94621",37.748216,-122.183416,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Simple_Assault/278051"
13-037447,ROBBERY-FIREARM,"2013-07-24 00:22:00",Wednesday,"00:22",ROBBERY,15X,,"300 block of Wayne Place, Oakland 94606",37.800337,-122.250601,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Robbery/278050"
13-037447,"CARJACKING WITH FIREARM","2013-07-24 00:22:00",Wednesday,"00:22",ROBBERY,15X,,"300 block of Wayne Place, Oakland 94606",37.800337,-122.250601,Street,"http://oakland.crimespotting.org/crime/2013-07-24/Robbery/278049"
13-037362,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-23 14:46:00",Tuesday,"14:46","SIMPLE ASSAULT",30Y,,"2600 block of 73rd Avenue, Oakland 94605",37.767415,-122.174173,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278048"
13-037339,BATTERY,"2013-07-23 13:00:00",Tuesday,"13:00","SIMPLE ASSAULT",35X,,"9000 block of Hillside Street, Oakland 94603",37.75398,-122.162781,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278047"
13-037316,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-23 11:35:00",Tuesday,"11:35",ROBBERY,20X,,"3100 block of International Boulevard, Oakland 94601",37.777847,-122.226264,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Robbery/278046"
13-037335,"ELDER/DEP ADULT CRUELTY","2013-07-23 11:12:00",Tuesday,"11:12","SIMPLE ASSAULT",23X,,"3200 block of San Leandro Street, Oakland 94601",37.775145,-122.22652,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278045"
13-037298,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-23 10:15:00",Tuesday,"10:15","SIMPLE ASSAULT",05X,,"1000 block of 14th Street, Oakland 94607",37.813802,-122.298764,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278044"
13-037257,BATTERY,"2013-07-23 07:00:00",Tuesday,"07:00","SIMPLE ASSAULT",14Y,,"3300 block of Lakeshore Avenue, Oakland 94610",37.811019,-122.243218,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278043"
13-037263,THEFT,"2013-07-23 05:30:00",Tuesday,"05:30",THEFT,33X,,"9700 block of International Boulevard, Oakland 94603",37.744637,-122.170617,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Theft/278042"
13-037244,"MALICIOUSLY DESTROY OTHER'S PROPERTY","2013-07-23 05:22:00",Tuesday,"05:22",VANDALISM,17Y,,"1400 block of 31st Avenue, Oakland 94601",37.778718,-122.226244,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Vandalism/278041"
13-037239,BATTERY,"2013-07-23 04:41:00",Tuesday,"04:41","SIMPLE ASSAULT",17Y,,"1000 block of McKinley Avenue, Oakland 94610",37.804105,-122.238244,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278040"
13-037246,"ATTEMPTED BURGLARY","2013-07-23 04:00:00",Tuesday,"04:00",BURGLARY,31Y,,"10100 block of Edes Avenue, Oakland 94603",37.734851,-122.180042,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Burglary/278039"
13-037247,"BURGLARY-FORCIBLE ENTRY","2013-07-23 03:49:00",Tuesday,"03:49",BURGLARY,27Y,,"6200 block of Avenal Avenue, Oakland 94605",37.768309,-122.189956,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Burglary/278038"
13-037243,"VEHICLE THEFT - AUTO","2013-07-23 03:20:00",Tuesday,"03:20","VEHICLE THEFT",33X,,"9200 block of F Street, Oakland 94603",37.744734,-122.180141,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Vehicle_Theft/278037"
13-037228,"OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC","2013-07-23 00:04:00",Tuesday,"00:04","SIMPLE ASSAULT",30X,,"1400 block of 80th Avenue, Oakland 94621",37.757155,-122.180527,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Simple_Assault/278036"
13-037228,"POSSESS/PURCHASE COCAINE BASE FOR SALE","2013-07-23 00:04:00",Tuesday,"00:04",NARCOTICS,30X,,"1400 block of 80th Avenue, Oakland 94621",37.757155,-122.180527,Street,"http://oakland.crimespotting.org/crime/2013-07-23/Narcotics/278035"
13-037230,"ATTEMPTED ROBBERY-FIREARM","2013-07-23 00:00:00",Tuesday,"00:00",ROBBERY,22X,,"MacArthur Boulevard & Laurel Avenue, Oakland, CA 94602, USA",37.796152,-122.203298,Intersection,"http://oakland.crimespotting.org/crime/2013-07-23/Robbery/278033"
13-037230,ROBBERY-FIREARM,"2013-07-23 00:00:00",Tuesday,"00:00",ROBBERY,22X,,"MacArthur Boulevard & Laurel Avenue, Oakland, CA 94602, USA",37.796152,-122.203298,Intersection,"http://oakland.crimespotting.org/crime/2013-07-23/Robbery/278032"
13-037230,"ASSAULT WITH FIREARM ON PERSON","2013-07-23 00:00:00",Tuesday,"00:00","AGGRAVATED ASSAULT",22X,,"MacArthur Boulevard & Laurel Avenue, Oakland, CA 94602, USA",37.796152,-122.203298,Intersection,"http://oakland.crimespotting.org/crime/2013-07-23/Aggravated_Assault/278034"
13-037149,VANDALISM,"2013-07-22 13:00:00",Monday,"13:00",VANDALISM,03X,,"10th Street & Fallon Street, Oakland, CA 94607, USA",37.797846,-122.263422,Intersection,"http://oakland.crimespotting.org/crime/2013-07-22/Vandalism/278031"
13-037126,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-22 12:40:00",Monday,"12:40",ROBBERY,17Y,,"700 block of East 22nd Street, Oakland 94606",37.799021,-122.244128,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Robbery/278030"
13-037125,VANDALISM,"2013-07-22 12:19:00",Monday,"12:19",VANDALISM,35X,,"2400 block of 89th Avenue, Oakland 94605",37.75595,-122.162168,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Vandalism/278029"
13-037119,"THFT/PTY THFT W/PRIOR","2013-07-22 11:34:00",Monday,"11:34",THEFT,31Y,,"600 block of Hegenberger Road, Oakland 94621",37.747371,-122.195937,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Theft/278028"
13-037109,VANDALISM,"2013-07-22 11:16:00",Monday,"11:16",VANDALISM,26X,,"International Boulevard & High Street, Oakland, CA 94601, USA",37.77239,-122.214805,Intersection,"http://oakland.crimespotting.org/crime/2013-07-22/Vandalism/278026"
13-037109,"EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","2013-07-22 11:16:00",Monday,"11:16","SIMPLE ASSAULT",26X,,"International Boulevard & High Street, Oakland, CA 94601, USA",37.77239,-122.214805,Intersection,"http://oakland.crimespotting.org/crime/2013-07-22/Simple_Assault/278027"
13-037106,THEFT,"2013-07-22 11:10:00",Monday,"11:10",THEFT,15X,,"200 block of East 18th Street, Oakland 94606",37.800093,-122.252596,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Theft/278025"
13-037091,BURGLARY-AUTO,"2013-07-22 09:15:00",Monday,"09:15",THEFT,31X,,"8400 block of Edgewater Drive, Oakland 94621",37.737636,-122.197929,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Theft/278024"
13-037069,"BURGLARY-FORCIBLE ENTRY","2013-07-22 09:10:00",Monday,"09:10",BURGLARY,10X,,"1000 block of 54th Street, Oakland 94608",37.838046,-122.279809,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Burglary/278023"
13-037062,"LOITER:INTENT:PROSTITUTION","2013-07-22 08:22:00",Monday,"08:22",PROSTITUTION,19X,,"1800 block of International Boulevard, Oakland 94606",37.786626,-122.241226,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Prostitution/278022"
13-037036,"BURGLARY-FORCIBLE ENTRY","2013-07-22 02:00:00",Monday,"02:00",BURGLARY,24Y,,"3500 block of Suter Street, Oakland 94619",37.790807,-122.203779,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Burglary/278021"
13-037034,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-22 01:30:00",Monday,"01:30","SIMPLE ASSAULT",09X,,"4300 block of Piedmont Avenue, Oakland 94611",37.829551,-122.248259,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Simple_Assault/278020"
13-037037,"BURGLARY-FORCIBLE ENTRY","2013-07-22 00:59:00",Monday,"00:59",BURGLARY,20X,,"2300 block of International Boulevard, Oakland 94601",37.783104,-122.234763,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Burglary/278019"
13-037024,ROBBERY-FIREARM,"2013-07-22 00:45:00",Monday,"00:45",ROBBERY,12X,,"400 block of 48th Street, Oakland 94609",37.834523,-122.261537,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Robbery/278018"
13-037019,"ATTEMPTED BURGLARY","2013-07-22 00:29:00",Monday,"00:29",BURGLARY,16X,,"3200 block of Lakeshore Avenue, Oakland 94610",37.810477,-122.244761,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Burglary/278017"
13-037017,"RECEIVE/ETC KNOWN STOLEN PROPERTY","2013-07-22 00:20:00",Monday,"00:20",THEFT,03Y,,"800 block of Jefferson Street, Oakland 94607",37.801956,-122.277109,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Theft/278016"
13-037017,BURGLARY-AUTO,"2013-07-22 00:20:00",Monday,"00:20",THEFT,03Y,,"800 block of Jefferson Street, Oakland 94607",37.801956,-122.277109,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Theft/278014"
13-037017,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-07-22 00:20:00",Monday,"00:20",NARCOTICS,03Y,,"800 block of Jefferson Street, Oakland 94607",37.801956,-122.277109,Street,"http://oakland.crimespotting.org/crime/2013-07-22/Narcotics/278015"
13-036858,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-21 21:30:00",Sunday,"21:30","SIMPLE ASSAULT",13X,,"6200 block of Mathieu Avenue, Oakland 94618",37.84431,-122.237565,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Simple_Assault/278013"
13-036954,BURGLARY-AUTO,"2013-07-21 14:10:00",Sunday,"14:10",THEFT,14Y,,"600 block of Vernon Street, Oakland 94610",37.819277,-122.248689,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Theft/278012"
13-036950,BATTERY,"2013-07-21 13:55:00",Sunday,"13:55","SIMPLE ASSAULT",09X,,"3800 block of Broadway, Oakland 94611",37.826098,-122.257498,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Simple_Assault/278011"
13-036944,THEFT,"2013-07-21 12:50:00",Sunday,"12:50",THEFT,12X,94609,"4695 Telegraph Avenue, Oakland 94609",37.834294,-122.263085,Address,"http://oakland.crimespotting.org/crime/2013-07-21/Theft/278010"
13-036973,"ATTEMPT VEHICLE THEFT-AUTO","2013-07-21 12:17:00",Sunday,"12:17","VEHICLE THEFT",22X,,"3000 block of Carlsen Street, Oakland 94602",37.801843,-122.19895,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Vehicle_Theft/278009"
13-036912,"POSSESS MARIJUANA/HASHISH FOR SALE","2013-07-21 09:41:00",Sunday,"09:41",NARCOTICS,06X,,"2300 block of San Pablo Avenue, Oakland 94612",37.814437,-122.274438,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Narcotics/278008"
13-036914,BURGLARY-AUTO,"2013-07-21 08:45:00",Sunday,"08:45",THEFT,05X,94607,"800 block of West Grand Avenue, Oakland 94607",37.814112,-122.277241,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Theft/278007"
13-036897,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-21 07:50:00",Sunday,"07:50",ROBBERY,22X,,"3800 block of Whittle Avenue, Oakland 94602",37.803116,-122.211703,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Robbery/278006"
13-036900,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-21 07:50:00",Sunday,"07:50",ROBBERY,24X,,"3500 block of Foothill Boulevard, Oakland 94601",37.78148,-122.218572,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Robbery/278005"
13-036893,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-07-21 07:22:00",Sunday,"07:22",ROBBERY,19X,94606,"International Boulevard & 7th Avenue, Oakland, CA 94606, USA",37.794286,-122.252185,Intersection,"http://oakland.crimespotting.org/crime/2013-07-21/Robbery/278004"
13-036883,VANDALISM,"2013-07-21 03:47:00",Sunday,"03:47",VANDALISM,12Y,,"300 block of 62nd Street, Oakland 94618",37.849126,-122.254433,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Vandalism/278000"
13-036886,BATTERY,"2013-07-21 03:15:00",Sunday,"03:15","SIMPLE ASSAULT",01X,,"400 block of Embarcadero West, Oakland 94607",37.794909,-122.275574,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Simple_Assault/277999"
13-036879,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-21 02:22:00",Sunday,"02:22","SIMPLE ASSAULT",31Y,94621,"100 block of Hegenberger Road, Oakland 94621",37.730154,-122.198806,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Simple_Assault/277998"
13-036956,"ATTEMPTED BURGLARY","2013-07-21 02:15:00",Sunday,"02:15",BURGLARY,09X,,"200 block of West MacArthur Boulevard, Oakland 94611",37.823808,-122.257209,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Burglary/277997"
13-036877,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-21 01:30:00",Sunday,"01:30","SIMPLE ASSAULT",17Y,,"400 block of 21st Street, Oakland 94612",37.810072,-122.2677,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Simple_Assault/277996"
13-036933,"VEHICLE THEFT - AUTO","2013-07-21 01:00:00",Sunday,"01:00","VEHICLE THEFT",35Y,,"100 block of Marlow Drive, Oakland 94605",37.737647,-122.136965,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Vehicle_Theft/277995"
13-036920,"VEHICLE THEFT - AUTO","2013-07-21 01:00:00",Sunday,"01:00","VEHICLE THEFT",31Z,,"10900 block of Acalanes Drive, Oakland 94603",37.729592,-122.173996,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Vehicle_Theft/277993"
13-036926,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-21 01:00:00",Sunday,"01:00","SIMPLE ASSAULT",06X,,"800 block of 34th Street, Oakland 94609",37.824354,-122.273994,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Simple_Assault/277994"
13-036868,"GRAND THEFT FROM PERSON","2013-07-21 00:50:00",Sunday,"00:50",THEFT,03X,,"400 block of 11th Street, Oakland 94607",37.802317,-122.272524,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Theft/277992"
13-036923,"VEHICLE THEFT - AUTO","2013-07-21 00:00:00",Sunday,"00:00","VEHICLE THEFT",21Y,,"3000 block of Curran Avenue, Oakland 94602",37.792168,-122.210971,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Vehicle_Theft/277990"
13-036908,"BURGLARY-FORCIBLE ENTRY","2013-07-21 00:00:00",Sunday,"00:00",BURGLARY,12Y,,"5400 block of College Avenue, Oakland 94618",37.841293,-122.251096,Street,"http://oakland.crimespotting.org/crime/2013-07-21/Burglary/277991"
13-036545,"VEHICLE THEFT - AUTO","2013-07-19 17:20:00",Friday,"17:20","VEHICLE THEFT",,,"6500 block of Miles Avenue, Oakland 94618",37.847347,-122.246807,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Vehicle_Theft/277989"
13-036647,"VANDALISM-$400","2013-07-19 15:40:00",Friday,"15:40",VANDALISM,32X,,"10500 block of International Boulevard, Oakland 94603",37.739365,-122.165183,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Vandalism/277988"
13-036650,"SC BATTERY","2013-07-19 14:59:00",Friday,"14:59","SIMPLE ASSAULT",17Y,,"2300 block of Ivy Drive, Oakland 94606",37.801126,-122.243651,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277987"
13-036624,BATTERY,"2013-07-19 13:10:00",Friday,"13:10","SIMPLE ASSAULT",25X,,"3600 block of Brown Avenue, Oakland 94619",37.792154,-122.197679,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277985"
13-036605,"BURGLARY-FORCIBLE ENTRY","2013-07-19 09:45:00",Friday,"09:45",BURGLARY,31Y,94603,"300 block of Hegenberger Road, Oakland 94603",37.735338,-122.197063,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Burglary/277984"
13-036581,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-19 09:10:00",Friday,"09:10","SIMPLE ASSAULT",06X,,"600 block of Apgar Street, Oakland 94609",37.828248,-122.26904,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277983"
13-036572,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-19 08:30:00",Friday,"08:30","SIMPLE ASSAULT",19X,,"1400 block of 1st Avenue, Oakland 94606",37.799195,-122.256426,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277982"
13-036567,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-19 07:00:00",Friday,"07:00","SIMPLE ASSAULT",13Y,,"700 block of Alvarado Road, Oakland 94705",37.860124,-122.238844,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277981"
13-036557,"VEHICLE THEFT - AUTO","2013-07-19 04:00:00",Friday,"04:00","VEHICLE THEFT",18Y,,"1700 block of East 23rd Street, Oakland 94606",37.793717,-122.235902,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Vehicle_Theft/277980"
13-036576,"VEHICLE THEFT - AUTO","2013-07-19 03:00:00",Friday,"03:00","VEHICLE THEFT",19X,,"2100 block of Livingston Street, Oakland 94606",37.780952,-122.239769,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Vehicle_Theft/277978"
13-036630,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-19 03:00:00",Friday,"03:00","SIMPLE ASSAULT",30Y,,"2800 block of 82nd Avenue, Oakland 94605",37.763076,-122.163836,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277979"
13-036546,ROBBERY-FIREARM,"2013-07-19 01:30:00",Friday,"01:30",ROBBERY,08X,,"300 block of 38th Street, Oakland 94609",37.82624,-122.257592,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Robbery/277977"
13-036532,ROBBERY-FIREARM,"2013-07-19 01:15:00",Friday,"01:15",ROBBERY,12Y,,"400 block of Cavour Street, Oakland 94618",37.838073,-122.257359,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Robbery/277976"
13-036535,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-19 01:07:00",Friday,"01:07","SIMPLE ASSAULT",21Y,,"2900 block of East 22nd Street, Oakland 94601",37.785282,-122.223219,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Simple_Assault/277975"
13-036574,"VEHICLE THEFT - AUTO","2013-07-19 00:01:00",Friday,"00:01","VEHICLE THEFT",10X,,"800 block of 43rd Street, Oakland 94608",37.832825,-122.271727,Street,"http://oakland.crimespotting.org/crime/2013-07-19/Vehicle_Theft/277974"
13-036440,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-18 14:25:00",Thursday,"14:25","SIMPLE ASSAULT",33X,,"8500 block of G Street, Oakland 94621",37.748572,-122.185027,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277973"
13-036430,"SC BATTERY","2013-07-18 13:30:00",Thursday,"13:30","SIMPLE ASSAULT",20X,,"1500 block of 27th Avenue, Oakland 94601",37.782301,-122.229982,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277972"
13-036417,"WILLFUL CRUELTY TO CHILD","2013-07-18 12:40:00",Thursday,"12:40","SIMPLE ASSAULT",03X,,"14th Street & Harrison Street, Oakland, CA 94612, USA",37.802949,-122.267605,Intersection,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277971"
13-036417,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-18 12:40:00",Thursday,"12:40","SIMPLE ASSAULT",03X,,"14th Street & Harrison Street, Oakland, CA 94612, USA",37.802949,-122.267605,Intersection,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277970"
13-036417,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-07-18 12:40:00",Thursday,"12:40","AGGRAVATED ASSAULT",03X,,"14th Street & Harrison Street, Oakland, CA 94612, USA",37.802949,-122.267605,Intersection,"http://oakland.crimespotting.org/crime/2013-07-18/Aggravated_Assault/277969"
13-036420,BATTERY,"2013-07-18 12:30:00",Thursday,"12:30","SIMPLE ASSAULT",02Y,,"1500 block of Middle Harbor Road, Oakland 94607",37.79739,-122.29982,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277968"
12-037082,VANDALISM,"2013-07-18 12:15:00",Thursday,"12:15",VANDALISM,14Y,,"400 block of Chetwood Street, Oakland 94610",37.816386,-122.250934,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Vandalism/277967"
12-037082,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-18 12:15:00",Thursday,"12:15","SIMPLE ASSAULT",14Y,,"400 block of Chetwood Street, Oakland 94610",37.816386,-122.250934,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/264650"
13-036396,BATTERY,"2013-07-18 10:45:00",Thursday,"10:45","SIMPLE ASSAULT",34X,,"8500 block of International Boulevard, Oakland 94621",37.753118,-122.176883,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277965"
13-036389,"VEHICLE THEFT - AUTO","2013-07-18 10:32:00",Thursday,"10:32","VEHICLE THEFT",32X,,"10500 block of Graffian Street, Oakland 94603",37.737723,-122.16842,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Vehicle_Theft/277964"
13-036376,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-18 09:57:00",Thursday,"09:57","SIMPLE ASSAULT",17Y,,"13th Avenue & East 24th Street, Oakland, CA 94606, USA",37.796473,-122.237935,Intersection,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277963"
13-036354,"VANDALISM [UNDER $400]","2013-07-18 08:00:00",Thursday,"08:00",VANDALISM,30X,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-07-18/Vandalism/277962"
13-036368,BURGLARY-AUTO,"2013-07-18 08:00:00",Thursday,"08:00",THEFT,31Y,,"400 block of Hegenberger Road, Oakland 94621",37.736674,-122.196771,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Theft/277961"
13-036360,"BURGLARY-FORCIBLE ENTRY","2013-07-18 06:30:00",Thursday,"06:30",BURGLARY,22Y,,"2800 block of Alida Street, Oakland 94602",37.804911,-122.200778,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Burglary/277960"
13-036362,BURGLARY-AUTO,"2013-07-18 05:30:00",Thursday,"05:30",THEFT,02Y,,"1600 block of 12th Street, Oakland 94607",37.810741,-122.296407,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Theft/277959"
13-036341,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-18 03:56:00",Thursday,"03:56","SIMPLE ASSAULT",26Y,,"1000 block of 71st Avenue, Oakland 94621",37.757163,-122.192583,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277958"
13-036337,"VEHICLE THEFT - AUTO","2013-07-18 03:25:00",Thursday,"03:25","VEHICLE THEFT",24Y,,"2800 block of Short Street, Oakland 94619",37.787743,-122.205885,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Vehicle_Theft/277957"
13-036352,"VEHICLE THEFT - AUTO","2013-07-18 02:00:00",Thursday,"02:00","VEHICLE THEFT",19X,,"1200 block of Embarcadero, Oakland 94606",37.783631,-122.24313,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Vehicle_Theft/277956"
13-036336,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-07-18 01:30:00",Thursday,"01:30","SIMPLE ASSAULT",29X,,"2600 block of 60th Avenue, Oakland 94605",37.771836,-122.188491,Street,"http://oakland.crimespotting.org/crime/2013-07-18/Simple_Assault/277955"
